"state_dist","state_id","district","office_id","state","primary_date","name","party","incumbent","first_name","last_name","unique_cand_id"
"WA05","WA",5,NA,"Washington",NA,"Cathy Rodgers","R","1","Cathy","Rodgers","WA05_R_Rodgers"
"WA06","WA",6,NA,"Washington",NA,"Derek Kilmer","D","0","Derek","Kilmer","WA06_D_Kilmer"
"WA06","WA",6,NA,"Washington",NA,"Bill Driscoll","R","0","Bill","Driscoll","WA06_R_Driscoll"
"WA07","WA",7,NA,"Washington",NA,"Jim McDermott","D","1","Jim","McDermott","WA07_D_McDermott"
"WA07","WA",7,NA,"Washington",NA,"Ron Bemis","R","0","Ron","Bemis","WA07_R_Bemis"
"WA08","WA",8,NA,"Washington",NA,"Karen Porterfield","D","0","Karen","Porterfield","WA08_D_Porterfield"
"WA08","WA",8,NA,"Washington",NA,"Dave Reichert","R","1","Dave","Reichert","WA08_R_Reichert"
"WA09","WA",9,NA,"Washington",NA,"Adam Smith","D","1","Adam","Smith","WA09_D_Smith"
"WA09","WA",9,NA,"Washington",NA,"Jim Postma","R","0","Jim","Postma","WA09_R_Postma"
"WA10","WA",10,NA,"Washington",NA,"Denny Heck","D","0","Denny","Heck","WA10_D_Heck"
"WA10","WA",10,NA,"Washington",NA,"Dick Muri","R","0","Dick","Muri","WA10_R_Muri"
"WI01","WI",1,NA,"Wisconsin",NA,"Rob Zerban","D","0","Rob","Zerban","WI01_D_Zerban"
"WI01","WI",1,NA,"Wisconsin",NA,"Paul Ryan","R","1","Paul","Ryan","WI01_R_Ryan"
"WI02","WI",2,NA,"Wisconsin",NA,"Mark Pocan","D","0","Mark","Pocan","WI02_D_Pocan"
"WI02","WI",2,NA,"Wisconsin",NA,"Chad Lee","R","0","Chad","Lee","WI02_R_Lee"
"WI03","WI",3,NA,"Wisconsin",NA,"Ron Kind","D","1","Ron","Kind","WI03_D_Kind"
"WI03","WI",3,NA,"Wisconsin",NA,"Ray Boland","R","0","Ray","Boland","WI03_R_Boland"
"WI04","WI",4,NA,"Wisconsin",NA,"Gwen Moore","D","1","Gwen","Moore","WI04_D_Moore"
"WI04","WI",4,NA,"Wisconsin",NA,"Dan Sebring","R","0","Dan","Sebring","WI04_R_Sebring"
"WI05","WI",5,NA,"Wisconsin",NA,"David Heaster","D","0","David","Heaster","WI05_D_Heaster"
"WI05","WI",5,NA,"Wisconsin",NA,"Jim Sensenbrenner","R","1","Jim","Sensenbrenner","WI05_R_Sensenbrenner"
"WI06","WI",6,NA,"Wisconsin",NA,"Joe Kallas","D","0","Joe","Kallas","WI06_D_Kallas"
"WI06","WI",6,NA,"Wisconsin",NA,"Tom Petri","R","1","Tom","Petri","WI06_R_Petri"
"WI07","WI",7,NA,"Wisconsin",NA,"Patrick Kreitlow","D","0","Patrick","Kreitlow","WI07_D_Kreitlow"
"WI07","WI",7,NA,"Wisconsin",NA,"Sean Duffy","R","1","Sean","Duffy","WI07_R_Duffy"
"WI08","WI",8,NA,"Wisconsin",NA,"Jamie Wall","D","0","Jamie","Wall","WI08_D_Wall"
"WI08","WI",8,NA,"Wisconsin",NA,"Reid Ribble","R","1","Reid","Ribble","WI08_R_Ribble"
"WY01","WY",1,NA,"Wyoming",NA,"Cynthia Lummis","R","1","Cynthia","Lummis","WY01_R_Lummis"
"AL01","AL",1,5,"Alabama",NA,"Jo Bonner","R","True","Jo","Bonner","AL01_R_Bonner"
"AL02","AL",2,8,"Alabama",NA,"Terese Ford","D","False","Therese","Ford","AL02_D_Ford"
"AL02","AL",2,8,"Alabama",NA,"Martha Roby","R","True","Martha","Roby","AL02_R_Roby"
"AL03","AL",3,9,"Alabama",NA,"John Harris","D","False","John","Harris","AL03_D_Harris"
"AL03","AL",3,9,"Alabama",NA,"Mike Rogers","R","True","Mike","Rogers","AL03_R_Rogers"
"AL04","AL",4,6,"Alabama",NA,"Daniel Boman","D","False","Daniel","Boman","AL04_D_Boman"
"AL04","AL",4,6,"Alabama",NA,"Robert Aderholt","R","True","Robert","Aderholt","AL04_R_Aderholt"
"AL05","AL",5,10,"Alabama",NA,"Charlie Holley","D","False","Charlie","Holley","AL05_D_Holley"
"AL05","AL",5,10,"Alabama",NA,"Mo Brooks","R","True","Mo","Brooks","AL05_R_Brooks"
"AL06","AL",6,11,"Alabama",NA,"Penny Bailey","D","False","Penny","Bailey","AL06_D_Bailey"
"AL06","AL",6,11,"Alabama",NA,"Spencer Bachus","R","True","Spencer","Bachus","AL06_R_Bachus"
"AL07","AL",7,12,"Alabama",NA,"Terri Sewell","D","True","Terri","Sewell","AL07_D_Sewell"
"AL07","AL",7,12,"Alabama",NA,"Don Chamberlain","R","False","Don","Chamberlain","AL07_R_Chamberlain"
"AR01","AR",1,15,"Arkansas",NA,"Scott Ellington","D","False","Scott","Ellington","AR01_D_Ellington"
"AR01","AR",1,15,"Arkansas",NA,"Rick Crawford","R","True","Rick","Crawford","AR01_R_Crawford"
"AR02","AR",2,16,"Arkansas",NA,"Herb Rule","D","False","Herb","Rule","AR02_D_Rule"
"AR02","AR",2,16,"Arkansas",NA,"Tim Griffin","R","True","Tim","Griffin","AR02_R_Griffin"
"AR03","AR",3,19,"Arkansas",NA,"Ken Aden","D","False","Ken","Aden","AR03_D_Aden"
"AR03","AR",3,19,"Arkansas",NA,"Steve Womack","R","True","Steve","Womack","AR03_R_Womack"
"AR04","AR",4,17,"Arkansas",NA,"Gene Jeffress","D","False","Gene","Jeffress","AR04_D_Jeffress"
"AR04","AR",4,17,"Arkansas",NA,"Tom Cotton","R","False","Thomas","Cotton","AR04_R_Cotton"
"CA01","CA",1,83,"California",NA,"Jim Reed","D","False","Jim","Reed","CA01_D_Reed"
"CA01","CA",1,83,"California",NA,"Doug LaMalfa","R","False","Doug","LaMalfa","CA01_R_LaMalfa"
"CA02","CA",2,33,"California",NA,"Jared Huffman","D","False","Jared","Huffman","CA02_D_Huffman"
"CA02","CA",2,33,"California",NA,"Dan Roberts","R","False","Dan","Roberts","CA02_R_Roberts"
"CA03","CA",3,34,"California",NA,"John Garamendi","D","True","John","Garamendi","CA03_D_Garamendi"
"CA03","CA",3,34,"California",NA,"Kim Vann","R","False","Kim","Vann","CA03_R_Vann"
"CA04","CA",4,35,"California",NA,"Jack Uppal","D","False","Jack","Uppal","CA04_D_Uppal"
"CA04","CA",4,35,"California",NA,"Tom McClintock","R","True","Tom","McClintock","CA04_R_McClintock"
"CA05","CA",5,36,"California",NA,"Mike Thompson","D","True","Mike","Thompson","CA05_D_Thompson"
"CA05","CA",5,36,"California",NA,"Randy Loftin","R","False","Randy","Loftin","CA05_R_Loftin"
"CA06","CA",6,37,"California",NA,"Doris Matsui","D","True","Doris","Matsui","CA06_D_Matsui"
"CA06","CA",6,37,"California",NA,"Joseph McCray Sr.","R","False","Joseph","McCray","CA06_R_McCray"
"CA07","CA",7,38,"California",NA,"Ami Bera","D","False","Ami","Bera","CA07_D_Bera"
"CA07","CA",7,38,"California",NA,"Dan Lungren","R","True","Dan","Lungren","CA07_R_Lungren"
"CA09","CA",9,40,"California",NA,"Jerry McNerney","D","True","Jerry","McNerney","CA09_D_McNerney"
"CA09","CA",9,40,"California",NA,"Ricky Gill","R","False","Ricky","Gill","CA09_R_Gill"
"CA10","CA",10,86,"California",NA,"Jose Hernandez","D","False","Jose","Hernandez","CA10_D_Hernandez"
"CA10","CA",10,86,"California",NA,"Jeff Denham","R","True","Jeff","Denham","CA10_R_Denham"
"CA11","CA",11,41,"California",NA,"George Miller","D","True","George","Miller","CA11_D_Miller"
"CA11","CA",11,41,"California",NA,"Virginia Fuller","R","False","Virginia","Fuller","CA11_R_Fuller"
"CA12","CA",12,42,"California",NA,"Nancy Pelosi","D","True","Nancy","Pelosi","CA12_D_Pelosi"
"CA12","CA",12,42,"California",NA,"John Dennis","R","False","John","Dennis","CA12_R_Dennis"
"CA13","CA",13,43,"California",NA,"Barbara Lee","D","True","Barbara","Lee","CA13_D_Lee"
"CA14","CA",14,44,"California",NA,"Jackie Speier","D","True","Jackie","Speier","CA14_D_Speier"
"CA14","CA",14,44,"California",NA,"Debbie Bacigalupi","R","False","Debbie","Bacigalupi","CA14_R_Bacigalupi"
"CA15","CA",15,45,"California",NA,"Pete Stark","D","True","Pete","Stark","CA15_D_Stark"
"CA15","CA",15,45,"California",NA,"Eric Swalwell","D","False","Eric","Swalwell","CA15_D_Swalwell"
"CA16","CA",16,46,"California",NA,"Jim Costa","D","True","Jim","Costa","CA16_D_Costa"
"CA16","CA",16,46,"California",NA,"Brian Whelan","R","False","Brian","Whelan","CA16_R_Whelan"
"CA17","CA",17,47,"California",NA,"Mike Honda","D","True","Mike","Honda","CA17_D_Honda"
"CA17","CA",17,47,"California",NA,"Evelyn Li","R","False","Evelyn","Li","CA17_R_Li"
"CA18","CA",18,48,"California",NA,"Anna Eshoo","D","True","Anna","Eshoo","CA18_D_Eshoo"
"CA18","CA",18,48,"California",NA,"Dave Chapman","R","False","Dave","Chapman","CA18_R_Chapman"
"CA19","CA",19,49,"California",NA,"Zoe Lofgren","D","True","Zoe","Lofgren","CA19_D_Lofgren"
"CA19","CA",19,49,"California",NA,"Robert Murray","R","False","Robert","Murray","CA19_R_Murray"
"CA20","CA",20,50,"California",NA,"Sam Farr","D","True","Sam","Farr","CA20_D_Farr"
"CA20","CA",20,50,"California",NA,"Jeff Taylor","R","False","Jeff","Taylor","CA20_R_Taylor"
"CA21","CA",21,51,"California",NA,"John Hernandez","D","False","John","Hernandez","CA21_D_Hernandez"
"CA21","CA",21,51,"California",NA,"David Valadao","R","False","David","Valadao","CA21_R_Valadao"
"CA22","CA",22,52,"California",NA,"Otto Lee","D","False","Otto","Lee","CA22_D_Lee"
"CA22","CA",22,52,"California",NA,"Devin Nunes","R","True","Devin","Nunes","CA22_R_Nunes"
"CA23","CA",23,53,"California",NA,"Kevin McCarthy","R","True","Kevin","McCarthy","CA23_R_McCarthy"
"CA24","CA",24,54,"California",NA,"Lois Capps","D","True","Lois","Capps","CA24_D_Capps"
"CA24","CA",24,54,"California",NA,"Abel Maldonado","R","False","Abel","Maldonado","CA24_R_Maldonado"
"CA25","CA",25,55,"California",NA,"Lee Rogers","D","False","Lee","Rogers","CA25_D_Rogers"
"CA25","CA",25,55,"California",NA,"Buck McKeon","R","True","Buck","Mckeon","CA25_R_Mckeon"
"CA26","CA",26,56,"California",NA,"Julia Brownley","D","False","Julia","Brownley","CA26_D_Brownley"
"CA26","CA",26,56,"California",NA,"Tony Strickland","R","False","Tony","Strickland","CA26_R_Strickland"
"CA27","CA",27,57,"California",NA,"Judy Chu","D","True","Judy","Chu","CA27_D_Chu"
"CA27","CA",27,57,"California",NA,"Jack Orswell","R","False","Jack","Orswell","CA27_R_Orswell"
"CA28","CA",28,58,"California",NA,"Adam Schiff","D","True","Adam","Schiff","CA28_D_Schiff"
"CA28","CA",28,58,"California",NA,"Phil Jennerjahn","R","False","Phil","Jennerjahn","CA28_R_Jennerjahn"
"CA30","CA",30,60,"California",NA,"Howard Berman","D","True","Howard","Berman","CA30_D_Berman"
"CA30","CA",30,60,"California",NA,"Brad Sherman","D","True","Brad","Sherman","CA30_D_Sherman"
"CA31","CA",31,61,"California",NA,"Gary Miller","R","True","Gary","Miller","CA31_R_Miller"
"CA31","CA",31,61,"California",NA,"Bob Dutton","R","False","Bob","Dutton","CA31_R_Dutton"
"CA32","CA",32,62,"California",NA,"Grace Napolitano","D","True","Grace","Napolitano","CA32_D_Napolitano"
"CA32","CA",32,62,"California",NA,"David Miller","R","False","David","Miller","CA32_R_Miller"
"CA33","CA",33,63,"California",NA,"Henry Waxman","D","True","Henry","Waxman","CA33_D_Waxman"
"CA34","CA",34,64,"California",NA,"Xavier Becerra","D","True","Xavier","Becerra","CA34_D_Becerra"
"CA34","CA",34,64,"California",NA,"Stephen Smith","R","False","Stephen","Smith","CA34_R_Smith"
"CA35","CA",35,65,"California",NA,"Joe Baca","D","True","Joe","Baca","CA35_D_Baca"
"CA35","CA",35,65,"California",NA,"Gloria McLeod","D","False","Gloria","McLeod","CA35_D_McLeod"
"CA36","CA",36,66,"California",NA,"Raul Ruiz","D","False","Raul","Ruiz","CA36_D_Ruiz"
"CA36","CA",36,66,"California",NA,"Mary Bono Mack","R","True","Bono","Mack","CA36_R_Mack"
"CA37","CA",37,67,"California",NA,"Karen Bass","D","True","Karen","Bass","CA37_D_Bass"
"CA38","CA",38,68,"California",NA,"Linda Sanchez","D","True","Linda","Sanchez","CA38_D_Sanchez"
"CA38","CA",38,68,"California",NA,"Benjamin Campos","R","False","Benjamin","Campos","CA38_R_Campos"
"CA39","CA",39,69,"California",NA,"Jay Chen","D","False","Jay","Chen","CA39_D_Chen"
"CA39","CA",39,69,"California",NA,"Ed Royce","R","True","Ed","Royce","CA39_R_Royce"
"CA40","CA",40,70,"California",NA,"Lucille Roybal-Allard","D","True","Lucille","Roybal-Allard","CA40_D_Roybal-Allard"
"CA40","CA",40,70,"California",NA,"David Sanchez","D","False","David","Sanchez","CA40_D_Sanchez"
"CA41","CA",41,71,"California",NA,"Mark Takano","D","False","Mark","Takano","CA41_D_Takano"
"CA41","CA",41,71,"California",NA,"John Tavaglione","R","False","John","Tavaglione","CA41_R_Tavaglione"
"CA42","CA",42,72,"California",NA,"Michael Williamson","D","False","Michael","Williamson","CA42_D_Williamson"
"CA42","CA",42,72,"California",NA,"Ken Calvert","R","True","Ken","Calvert","CA42_R_Calvert"
"CA43","CA",43,73,"California",NA,"Maxine Waters","D","True","Maxine","Waters","CA43_D_Waters"
"CA43","CA",43,73,"California",NA,"Bob Flores","D","False","Bob","Flores","CA43_D_Flores"
"CA44","CA",44,74,"California",NA,"Janice Hahn","D","True","Janice","Hahn","CA44_D_Hahn"
"CA44","CA",44,74,"California",NA,"Laura Richardson","D","True","Laura","Richardson","CA44_D_Richardson"
"CA45","CA",45,75,"California",NA,"Sukhee Kang","D","False","Sukhee","Kang","CA45_D_Kang"
"CA45","CA",45,75,"California",NA,"John Campbell","R","True","John","Campbell","CA45_R_Campbell"
"CA46","CA",46,76,"California",NA,"Loretta Sanchez","D","True","Loretta","Sanchez","CA46_D_Sanchez"
"CA46","CA",46,76,"California",NA,"Jerry Hayden","R","False","Jerry","Hayden","CA46_R_Hayden"
"CA47","CA",47,77,"California",NA,"Alan Lowenthal","D","False","Alan","Lowenthal","CA47_D_Lowenthal"
"CA47","CA",47,77,"California",NA,"Gary Delong","R","False","Gary","Delong","CA47_R_Delong"
"CA48","CA",48,85,"California",NA,"Ron Varasteh","D","False","Ron","Varasteh","CA48_D_Varasteh"
"CA48","CA",48,85,"California",NA,"Dana Rohrabacher","R","True","Dana","Rohrabacher","CA48_R_Rohrabacher"
"CA49","CA",49,78,"California",NA,"Jerry Tetalman","D","False","Jerry","Tetalman","CA49_D_Tetalman"
"CA49","CA",49,78,"California",NA,"Darrell Issa","R","True","Darrell","Issa","CA49_R_Issa"
"CA50","CA",50,79,"California",NA,"David Secor","D","False","David","Secor","CA50_D_Secor"
"CA50","CA",50,79,"California",NA,"Duncan D. Hunter","R","True","Duncan","Hunter","CA50_R_Hunter"
"CA51","CA",51,80,"California",NA,"Juan Vargas","D","False","Juan","Vargas","CA51_D_Vargas"
"CA51","CA",51,80,"California",NA,"Michael Crimmins","R","False","Michael","Crimmins","CA51_R_Crimmins"
"CA52","CA",52,84,"California",NA,"Scott Peters","D","False","Scott","Peters","CA52_D_Peters"
"CA52","CA",52,84,"California",NA,"Brian Bilbray","R","True","Brian","Bilbray","CA52_R_Bilbray"
"CA53","CA",53,81,"California",NA,"Susan Davis","D","True","Susan","Davis","CA53_D_Davis"
"CA53","CA",53,81,"California",NA,"Nick Popaditch","R","False","Nick","Popaditch","CA53_R_Popaditch"
"CO01","CO",1,96,"Colorado",NA,"Diana DeGette","D","True","Diana","DeGette","CO01_D_DeGette"
"CO01","CO",1,96,"Colorado",NA,"Danny Stroud","R","False","Danny","Stroud","CO01_R_Stroud"
"CO02","CO",2,89,"Colorado",NA,"Jared Polis","D","True","Jared","Polis","CO02_D_Polis"
"CO02","CO",2,89,"Colorado",NA,"Kevin Lundberg","R","False","Kevin","Lundberg","CO02_R_Lundberg"
"CO03","CO",3,90,"Colorado",NA,"Sal Pace","D","False","Sal","Pace","CO03_D_Pace"
"CO03","CO",3,90,"Colorado",NA,"Scott Tipton","R","True","Scott","Tipton","CO03_R_Tipton"
"CO04","CO",4,91,"Colorado",NA,"Brandon Shaffer","D","False","Brandon","Shaffer","CO04_D_Shaffer"
"CO04","CO",4,91,"Colorado",NA,"Cory Gardner","R","True","Cory","Gardner","CO04_R_Gardner"
"CO06","CO",6,93,"Colorado",NA,"Joe Miklosi","D","False","Joe","Miklosi","CO06_D_Miklosi"
"CO06","CO",6,93,"Colorado",NA,"Mike Coffman","R","True","Mike","Coffman","CO06_R_Coffman"
"CO07","CO",7,95,"Colorado",NA,"Ed Perlmutter","D","True","Ed","Perlmutter","CO07_D_Perlmutter"
"CO07","CO",7,95,"Colorado",NA,"Joe Coors","R","False","Joe","Coors","CO07_R_Coors"
"IA01","IA",1,160,"Iowa",NA,"Bruce Braley","D","True","Bruce","Braley","IA01_D_Braley"
"IA01","IA",1,160,"Iowa",NA,"Ben Lange","R","False","Ben","Lange","IA01_R_Lange"
"IA02","IA",2,161,"Iowa",NA,"Dave Loebsack","D","True","Dave","Loebsack","IA02_D_Loebsack"
"IA02","IA",2,161,"Iowa",NA,"John Archer","R","False","John","Archer","IA02_R_Archer"
"IA03","IA",3,162,"Iowa",NA,"Leonard Boswell","D","True","Leonard","Boswell","IA03_D_Boswell"
"IA03","IA",3,162,"Iowa",NA,"Tom Latham","R","True","Tom","Latham","IA03_R_Latham"
"IA04","IA",4,163,"Iowa",NA,"Christie Vilsack","D","False","Christie","Vilsack","IA04_D_Vilsack"
"IA04","IA",4,163,"Iowa",NA,"Steve King","R","True","Steve","King","IA04_R_King"
"ID01","ID",1,168,"Idaho",NA,"Jimmy Farris","D","False","Jimmy","Farris","ID01_D_Farris"
"ID01","ID",1,168,"Idaho",NA,"Raul Labrador","R","True","Raul","Labrador","ID01_R_Labrador"
"ID02","ID",2,169,"Idaho",NA,"Nicole LeFavour","D","False","Nicole","Lefavour","ID02_D_Lefavour"
"ID02","ID",2,169,"Idaho",NA,"Mike Simpson","R","True","Mike","Simpson","ID02_R_Simpson"
"IL01","IL",1,174,"Illinois",NA,"Bobby Rush","D","True","Bobby","Rush","IL01_D_Rush"
"IL01","IL",1,174,"Illinois",NA,"Donald Peloquin","R","False","Donald","Peloquin","IL01_R_Peloquin"
"IL02","IL",2,175,"Illinois",NA,"Jesse Jackson Jr.","D","True","Jesse","Jackson","IL02_D_Jackson"
"IL02","IL",2,175,"Illinois",NA,"Brian Woodworth","R","False","Brian","Woodworth","IL02_R_Woodworth"
"IL03","IL",3,176,"Illinois",NA,"Dan Lipinski","D","True","Dan","Lipinski","IL03_D_Lipinski"
"IL03","IL",3,176,"Illinois",NA,"Richard Grabowski","R","False","Richard","Grabowski","IL03_R_Grabowski"
"IL05","IL",5,178,"Illinois",NA,"Mike Quigley","D","True","Mike","Quigley","IL05_D_Quigley"
"IL05","IL",5,178,"Illinois",NA,"Dan Schmitt","R","False","Dan","Schmitt","IL05_R_Schmitt"
"IL06","IL",6,179,"Illinois",NA,"Leslie Coolidge","D","False","Leslie","Coolidge","IL06_D_Coolidge"
"IL06","IL",6,179,"Illinois",NA,"Peter Roskam","R","True","Peter","Roskam","IL06_R_Roskam"
"IL07","IL",7,180,"Illinois",NA,"Danny Davis","D","True","Danny","Davis","IL07_D_Davis"
"IL08","IL",8,181,"Illinois",NA,"Tammy Duckworth","D","False","Tammy","Duckworth","IL08_D_Duckworth"
"IL08","IL",8,181,"Illinois",NA,"Joe Walsh","R","True","Joe","Walsh","IL08_R_Walsh"
"IL09","IL",9,182,"Illinois",NA,"Jan Schakowsky","D","True","Jan","Schakowsky","IL09_D_Schakowsky"
"IL09","IL",9,182,"Illinois",NA,"Timothy Wolfe","R","False","Tim","Wolfe","IL09_R_Wolfe"
"IL10","IL",10,183,"Illinois",NA,"Brad Schneider","D","False","Brad","Schneider","IL10_D_Schneider"
"IL10","IL",10,183,"Illinois",NA,"Robert Dold","R","True","Robert","Dold","IL10_R_Dold"
"IL11","IL",11,184,"Illinois",NA,"Bill Foster","D","False","Bill","Foster","IL11_D_Foster"
"IL11","IL",11,184,"Illinois",NA,"Judy Biggert","R","True","Judy","Biggert","IL11_R_Biggert"
"IL12","IL",12,185,"Illinois",NA,"Bill Enyart","D","False","Bill","Enyart","IL12_D_Enyart"
"IL12","IL",12,185,"Illinois",NA,"Jason Plummer","R","False","Jason","Plummer","IL12_R_Plummer"
"IL13","IL",13,186,"Illinois",NA,"David Gill","D","False","David","Gill","IL13_D_Gill"
"IL13","IL",13,186,"Illinois",NA,"Rodney Davis","R","False","Rodney","Davis","IL13_R_Davis"
"IL14","IL",14,187,"Illinois",NA,"Dennis Anderson","D","False","Dennis","Anderson","IL14_D_Anderson"
"IL14","IL",14,187,"Illinois",NA,"Randy Hultgren","R","True","Randy","Hultgren","IL14_R_Hultgren"
"IL15","IL",15,188,"Illinois",NA,"Angela Michael","D","False","Angela","Michael","IL15_D_Michael"
"IL15","IL",15,188,"Illinois",NA,"John Shimkus","R","True","John","Shimkus","IL15_R_Shimkus"
"IL17","IL",17,190,"Illinois",NA,"Cheri Bustos","D","False","Cheri","Bustos","IL17_D_Bustos"
"IL17","IL",17,190,"Illinois",NA,"Bobby Schilling","R","True","Bobby","Schilling","IL17_R_Schilling"
"IL18","IL",18,191,"Illinois",NA,"Steve Waterworth","D","False","Steve","Waterworth","IL18_D_Waterworth"
"IL18","IL",18,191,"Illinois",NA,"Aaron Schock","R","True","Aaron","Schock","IL18_R_Schock"
"IN01","IN",1,195,"Indiana",NA,"Peter Visclosky","D","True","Pete","Visclosky","IN01_D_Visclosky"
"IN01","IN",1,195,"Indiana",NA,"Joel Phelps","R","False","Joel","Phelps","IN01_R_Phelps"
"IN02","IN",2,196,"Indiana",NA,"Brendan Mullen","D","False","Brendan","Mullen","IN02_D_Mullen"
"IN02","IN",2,196,"Indiana",NA,"Jackie Walorski","R","False","Jackie","Walorski","IN02_R_Walorski"
"IN03","IN",3,197,"Indiana",NA,"Kevin Boyd","D","False","Kevin","Boyd","IN03_D_Boyd"
"IN03","IN",3,197,"Indiana",NA,"Marlin Stutzman","R","True","Marlin","Stutzman","IN03_R_Stutzman"
"IN04","IN",4,198,"Indiana",NA,"Tara Nelson","D","False","Tara","Nelson","IN04_D_Nelson"
"IN04","IN",4,198,"Indiana",NA,"Todd Rokita","R","True","Todd","Rokita","IN04_R_Rokita"
"IN05","IN",5,199,"Indiana",NA,"Scott Reske","D","False","Scott","Reske","IN05_D_Reske"
"IN05","IN",5,199,"Indiana",NA,"Susan Brooks","R","False","Susan","Brooks","IN05_R_Brooks"
"IN06","IN",6,200,"Indiana",NA,"Bradley Bookout","D","False","Bradley","Bookout","IN06_D_Bookout"
"IN06","IN",6,200,"Indiana",NA,"Luke Messer","R","False","Luke","Messer","IN06_R_Messer"
"IN07","IN",7,201,"Indiana",NA,"Andre Carson","D","True","Andre","Carson","IN07_D_Carson"
"IN07","IN",7,201,"Indiana",NA,"Carlos May","R","False","Carlos","May","IN07_R_May"
"IN08","IN",8,202,"Indiana",NA,"Dave Crooks","D","False","David","Crooks","IN08_D_Crooks"
"IN08","IN",8,202,"Indiana",NA,"Larry Bucshon","R","True","Larry","Bucshon","IN08_R_Bucshon"
"IN09","IN",9,203,"Indiana",NA,"Shelli Yoder","D","False","Shelli","Yoder","IN09_D_Yoder"
"IN09","IN",9,203,"Indiana",NA,"Todd Young","R","True","Todd","Young","IN09_R_Young"
"KY01","KY",1,218,"Kentucky",NA,"Charles Hatchett","D","False","Charles","Hatchett","KY01_D_Hatchett"
"KY01","KY",1,218,"Kentucky",NA,"Ed Whitfield","R","True","Ed","Whitfield","KY01_R_Whitfield"
"KY02","KY",2,219,"Kentucky",NA,"David Williams","D","False","David","Williams","KY02_D_Williams"
"KY02","KY",2,219,"Kentucky",NA,"Brett Guthrie","R","True","Brett","Guthrie","KY02_R_Guthrie"
"KY03","KY",3,214,"Kentucky",NA,"John Yarmuth","D","True","John","Yarmuth","KY03_D_Yarmuth"
"KY03","KY",3,214,"Kentucky",NA,"Brooks Wicker","R","False","Brooks","Wicker","KY03_R_Wicker"
"KY04","KY",4,215,"Kentucky",NA,"William Adkins","D","False","Bill","Adkins","KY04_D_Adkins"
"KY04","KY",4,215,"Kentucky",NA,"Thomas Massie","R","False","Thomas","Massie","KY04_R_Massie"
"KY05","KY",5,216,"Kentucky",NA,"Kenneth Stepp","D","False","Ken","Stepp","KY05_D_Stepp"
"KY05","KY",5,216,"Kentucky",NA,"Hal Rogers","R","True","Hal","Rogers","KY05_R_Rogers"
"KY06","KY",6,217,"Kentucky",NA,"Ben Chandler","D","True","Ben","Chandler","KY06_D_Chandler"
"KY06","KY",6,217,"Kentucky",NA,"Andy Barr","R","False","Andy","Barr","KY06_R_Barr"
"MD01","MD",1,246,"Maryland",NA,"Wendy Rosen","D","False","Wendy","Rosen","MD01_D_Rosen"
"MD01","MD",1,246,"Maryland",NA,"Andy Harris","R","True","Andy","Harris","MD01_R_Harris"
"MD02","MD",2,247,"Maryland",NA,"Dutch Ruppersberger","D","True","Dutch","Ruppersberger","MD02_D_Ruppersberger"
"MD02","MD",2,247,"Maryland",NA,"Nancy Jacobs","R","False","Nancy","Jacobs","MD02_R_Jacobs"
"MD03","MD",3,248,"Maryland",NA,"John Sarbanes","D","True","John","Sarbanes","MD03_D_Sarbanes"
"MD03","MD",3,248,"Maryland",NA,"Eric Knowles","R","False","Eric","Knowles","MD03_R_Knowles"
"MD04","MD",4,249,"Maryland",NA,"Donna Edwards","D","True","Donna","Edwards","MD04_D_Edwards"
"MD04","MD",4,249,"Maryland",NA,"Faith Loudon","R","False","Faith","Loudon","MD04_R_Loudon"
"MD05","MD",5,250,"Maryland",NA,"Steny Hoyer","D","True","Steny","Hoyer","MD05_D_Hoyer"
"MD05","MD",5,250,"Maryland",NA,"Tony O'Donnell","R","False","Tony","O'Donnell","MD05_R_O'Donnell"
"MD06","MD",6,251,"Maryland",NA,"John Delaney","D","False","John","Delaney","MD06_D_Delaney"
"MD06","MD",6,251,"Maryland",NA,"Roscoe Bartlett","R","True","Roscoe","Bartlett","MD06_R_Bartlett"
"MD07","MD",7,252,"Maryland",NA,"Elijah Cummings","D","True","Elijah","Cummings","MD07_D_Cummings"
"MD07","MD",7,252,"Maryland",NA,"Frank Mirabile","R","False","Frank","Mirabile","MD07_R_Mirabile"
"MD08","MD",8,253,"Maryland",NA,"Chris Van Hollen","D","True","Chris","Van Hollen","MD08_D_Van Hollen"
"MD08","MD",8,253,"Maryland",NA,"Ken Timmerman","R","False","Ken","Timmerman","MD08_R_Timmerman"
"ME01","ME",1,257,"Maine",NA,"Chellie Pingree","D","True","Chellie","Pingree","ME01_D_Pingree"
"ME01","ME",1,257,"Maine",NA,"Jonathan Courtney","R","False","Jon","Courtney","ME01_R_Courtney"
"ME02","ME",2,258,"Maine",NA,"Mike Michaud","D","True","Mike","Michaud","ME02_D_Michaud"
"ME02","ME",2,258,"Maine",NA,"Kevin Raye","R","False","Kevin","Raye","ME02_R_Raye"
"MS01","MS",1,304,"Mississippi",NA,"Brad Morris","D","False","Brad","Morris","MS01_D_Morris"
"MS01","MS",1,304,"Mississippi",NA,"Alan Nunnelee","R","True","Alan","Nunnelee","MS01_R_Nunnelee"
"MS02","MS",2,303,"Mississippi",NA,"Bennie Thompson","D","True","Bennie","Thompson","MS02_D_Thompson"
