"state_dist","state_id","district","state","name","party","incumbent","first_name","last_name","unique_cand_id"
"IL03","IL",3,"Illinois","Richard Grabowski","R",FALSE,"Richard","Grabowski","IL03_R_Grabowski"
"IL04","IL",4,"Illinois","Luis Gutierrez","D",TRUE,"Luis","Gutierrez","IL04_D_Gutierrez"
"IL04","IL",4,"Illinois","Hector Concepcion","R",FALSE,"Hector","Concepcion","IL04_R_Concepcion"
"IL05","IL",5,"Illinois","Mike Quigley","D",TRUE,"Mike","Quigley","IL05_D_Quigley"
"IL05","IL",5,"Illinois","Dan Schmitt","R",FALSE,"Dan","Schmitt","IL05_R_Schmitt"
"IL06","IL",6,"Illinois","Leslie Coolidge","D",FALSE,"Leslie","Coolidge","IL06_D_Coolidge"
"IL06","IL",6,"Illinois","Peter Roskam","R",TRUE,"Peter","Roskam","IL06_R_Roskam"
"IL07","IL",7,"Illinois","Danny Davis","D",TRUE,"Danny","Davis","IL07_D_Davis"
"IL08","IL",8,"Illinois","Tammy Duckworth","D",FALSE,"Tammy","Duckworth","IL08_D_Duckworth"
"IL08","IL",8,"Illinois","Joe Walsh","R",TRUE,"Joe","Walsh","IL08_R_Walsh"
"IL09","IL",9,"Illinois","Jan Schakowsky","D",TRUE,"Jan","Schakowsky","IL09_D_Schakowsky"
"IL09","IL",9,"Illinois","Timothy Wolfe","R",FALSE,"Tim","Wolfe","IL09_R_Wolfe"
"IL10","IL",10,"Illinois","Brad Schneider","D",FALSE,"Brad","Schneider","IL10_D_Schneider"
"IL10","IL",10,"Illinois","Robert Dold","R",TRUE,"Robert","Dold","IL10_R_Dold"
"IL11","IL",11,"Illinois","Bill Foster","D",FALSE,"Bill","Foster","IL11_D_Foster"
"IL11","IL",11,"Illinois","Judy Biggert","R",TRUE,"Judy","Biggert","IL11_R_Biggert"
"IL12","IL",12,"Illinois","Bill Enyart","D",FALSE,"Bill","Enyart","IL12_D_Enyart"
"IL12","IL",12,"Illinois","Jason Plummer","R",FALSE,"Jason","Plummer","IL12_R_Plummer"
"IL13","IL",13,"Illinois","David Gill","D",FALSE,"David","Gill","IL13_D_Gill"
"IL13","IL",13,"Illinois","Rodney Davis","R",FALSE,"Rodney","Davis","IL13_R_Davis"
"IL14","IL",14,"Illinois","Dennis Anderson","D",FALSE,"Dennis","Anderson","IL14_D_Anderson"
"IL14","IL",14,"Illinois","Randy Hultgren","R",TRUE,"Randy","Hultgren","IL14_R_Hultgren"
"IL15","IL",15,"Illinois","Angela Michael","D",FALSE,"Angela","Michael","IL15_D_Michael"
"IL15","IL",15,"Illinois","John Shimkus","R",TRUE,"John","Shimkus","IL15_R_Shimkus"
"IL16","IL",16,"Illinois","Wanda Rohl","D",FALSE,"Wanda","Rohl","IL16_D_Rohl"
"IL16","IL",16,"Illinois","Adam Kinzinger","R",TRUE,"Adam","Kinzinger","IL16_R_Kinzinger"
"IL17","IL",17,"Illinois","Cheri Bustos","D",FALSE,"Cheri","Bustos","IL17_D_Bustos"
"IL17","IL",17,"Illinois","Bobby Schilling","R",TRUE,"Bobby","Schilling","IL17_R_Schilling"
"IL18","IL",18,"Illinois","Steve Waterworth","D",FALSE,"Steve","Waterworth","IL18_D_Waterworth"
"IL18","IL",18,"Illinois","Aaron Schock","R",TRUE,"Aaron","Schock","IL18_R_Schock"
"IN01","IN",1,"Indiana","Peter Visclosky","D",TRUE,"Pete","Visclosky","IN01_D_Visclosky"
"IN01","IN",1,"Indiana","Joel Phelps","R",FALSE,"Joel","Phelps","IN01_R_Phelps"
"IN02","IN",2,"Indiana","Brendan Mullen","D",FALSE,"Brendan","Mullen","IN02_D_Mullen"
"IN02","IN",2,"Indiana","Jackie Walorski","R",FALSE,"Jackie","Walorski","IN02_R_Walorski"
"IN03","IN",3,"Indiana","Kevin Boyd","D",FALSE,"Kevin","Boyd","IN03_D_Boyd"
"IN03","IN",3,"Indiana","Marlin Stutzman","R",TRUE,"Marlin","Stutzman","IN03_R_Stutzman"
"IN04","IN",4,"Indiana","Tara Nelson","D",FALSE,"Tara","Nelson","IN04_D_Nelson"
"IN04","IN",4,"Indiana","Todd Rokita","R",TRUE,"Todd","Rokita","IN04_R_Rokita"
"IN05","IN",5,"Indiana","Scott Reske","D",FALSE,"Scott","Reske","IN05_D_Reske"
"IN05","IN",5,"Indiana","Susan Brooks","R",FALSE,"Susan","Brooks","IN05_R_Brooks"
"IN06","IN",6,"Indiana","Bradley Bookout","D",FALSE,"Bradley","Bookout","IN06_D_Bookout"
"IN06","IN",6,"Indiana","Luke Messer","R",FALSE,"Luke","Messer","IN06_R_Messer"
"IN07","IN",7,"Indiana","Andre Carson","D",TRUE,"Andre","Carson","IN07_D_Carson"
"IN07","IN",7,"Indiana","Carlos May","R",FALSE,"Carlos","May","IN07_R_May"
"IN08","IN",8,"Indiana","Dave Crooks","D",FALSE,"David","Crooks","IN08_D_Crooks"
"IN08","IN",8,"Indiana","Larry Bucshon","R",TRUE,"Larry","Bucshon","IN08_R_Bucshon"
"IN09","IN",9,"Indiana","Shelli Yoder","D",FALSE,"Shelli","Yoder","IN09_D_Yoder"
"IN09","IN",9,"Indiana","Todd Young","R",TRUE,"Todd","Young","IN09_R_Young"
"KS01","KS",1,"Kansas","Tim Huelskamp","R",TRUE,"Tim","Huelskamp","KS01_R_Huelskamp"
"KS02","KS",2,"Kansas","Tobias Schlingensiepen","D",FALSE,"Tobias","Schlingensiepen","KS02_D_Schlingensiepen"
"KS02","KS",2,"Kansas","Lynn Jenkins","R",TRUE,"Lynn","Jenkins","KS02_R_Jenkins"
"KS03","KS",3,"Kansas","Kevin Yoder","R",TRUE,"Kevin","Yoder","KS03_R_Yoder"
"KS04","KS",4,"Kansas","Robert Tillman","D",FALSE,"Robert","Tillman","KS04_D_Tillman"
"KS04","KS",4,"Kansas","Mike Pompeo","R",TRUE,"Mike","Pompeo","KS04_R_Pompeo"
"KY01","KY",1,"Kentucky","Charles Hatchett","D",FALSE,"Charles","Hatchett","KY01_D_Hatchett"
"KY01","KY",1,"Kentucky","Ed Whitfield","R",TRUE,"Ed","Whitfield","KY01_R_Whitfield"
"KY02","KY",2,"Kentucky","David Williams","D",FALSE,"David","Williams","KY02_D_Williams"
"KY02","KY",2,"Kentucky","Brett Guthrie","R",TRUE,"Brett","Guthrie","KY02_R_Guthrie"
"KY03","KY",3,"Kentucky","John Yarmuth","D",TRUE,"John","Yarmuth","KY03_D_Yarmuth"
"KY03","KY",3,"Kentucky","Brooks Wicker","R",FALSE,"Brooks","Wicker","KY03_R_Wicker"
"KY04","KY",4,"Kentucky","William Adkins","D",FALSE,"Bill","Adkins","KY04_D_Adkins"
"KY04","KY",4,"Kentucky","Thomas Massie","R",FALSE,"Thomas","Massie","KY04_R_Massie"
"KY05","KY",5,"Kentucky","Kenneth Stepp","D",FALSE,"Ken","Stepp","KY05_D_Stepp"
"KY05","KY",5,"Kentucky","Hal Rogers","R",TRUE,"Hal","Rogers","KY05_R_Rogers"
"KY06","KY",6,"Kentucky","Ben Chandler","D",TRUE,"Ben","Chandler","KY06_D_Chandler"
"KY06","KY",6,"Kentucky","Andy Barr","R",FALSE,"Andy","Barr","KY06_R_Barr"
"LA01","LA",1,"Louisiana","Steve Scalise","R",TRUE,"Steve","Scalise","LA01_R_Scalise"
"LA02","LA",2,"Louisiana","Cedric Richmond","D",TRUE,"Cedric","Richmond","LA02_D_Richmond"
"LA02","LA",2,"Louisiana","Gail Dignam","R",FALSE,"Gail","Dignam","LA02_R_Dignam"
"LA03","LA",3,"Louisiana","Charles Boustany","R",TRUE,"Charles","Boustany","LA03_R_Boustany"
"LA03","LA",3,"Louisiana","Jeff Landry","R",TRUE,"Jeff","Landry","LA03_R_Landry"
"LA04","LA",4,"Louisiana","John Fleming","R",TRUE,"John","Fleming","LA04_R_Fleming"
"LA05","LA",5,"Louisiana","Rodney Alexander","R",TRUE,"Rodney","Alexander","LA05_R_Alexander"
"LA06","LA",6,"Louisiana","Bill Cassidy","R",TRUE,"Bill","Cassidy","LA06_R_Cassidy"
"MA01","MA",1,"Massachusetts","Richard Neal","D",TRUE,"Richard","Neal","MA01_D_Neal"
"MA02","MA",2,"Massachusetts","James McGovern","D",TRUE,"James","McGovern","MA02_D_McGovern"
"MA03","MA",3,"Massachusetts","Niki Tsongas","D",TRUE,"Niki","Tsongas","MA03_D_Tsongas"
"MA04","MA",4,"Massachusetts","Joe Kennedy","D",FALSE,"Joe","Kennedy","MA04_D_Kennedy"
"MA04","MA",4,"Massachusetts","Sean Bielat","R",FALSE,"Sean","Bielat","MA04_R_Bielat"
"MA05","MA",5,"Massachusetts","Ed Markey","D",TRUE,"Ed","Markey","MA05_D_Markey"
"MA05","MA",5,"Massachusetts","Tom Tierney","R",FALSE,"Tom","Tierney","MA05_R_Tierney"
"MA06","MA",6,"Massachusetts","John Tierney","D",TRUE,"John","Tierney","MA06_D_Tierney"
"MA06","MA",6,"Massachusetts","Richard Tisei","R",FALSE,"Richard","Tisei","MA06_R_Tisei"
"MA07","MA",7,"Massachusetts","Mike Capuano","D",TRUE,"Mike","Capuano","MA07_D_Capuano"
"MA08","MA",8,"Massachusetts","Stephen Lynch","D",TRUE,"Stephen","Lynch","MA08_D_Lynch"
"MA08","MA",8,"Massachusetts","Joe Selvaggi","R",FALSE,"Joe","Selvaggi","MA08_R_Selvaggi"
"MA09","MA",9,"Massachusetts","Bill Keating","D",TRUE,"Bill","Keating","MA09_D_Keating"
"MA09","MA",9,"Massachusetts","Adam Chaprales","R",FALSE,"Adam","Chaprales","MA09_R_Chaprales"
"MD01","MD",1,"Maryland","Wendy Rosen","D",FALSE,"Wendy","Rosen","MD01_D_Rosen"
"MD01","MD",1,"Maryland","Andy Harris","R",TRUE,"Andy","Harris","MD01_R_Harris"
"MD02","MD",2,"Maryland","Dutch Ruppersberger","D",TRUE,"Dutch","Ruppersberger","MD02_D_Ruppersberger"
"MD02","MD",2,"Maryland","Nancy Jacobs","R",FALSE,"Nancy","Jacobs","MD02_R_Jacobs"
"MD03","MD",3,"Maryland","John Sarbanes","D",TRUE,"John","Sarbanes","MD03_D_Sarbanes"
"MD03","MD",3,"Maryland","Eric Knowles","R",FALSE,"Eric","Knowles","MD03_R_Knowles"
"MD04","MD",4,"Maryland","Donna Edwards","D",TRUE,"Donna","Edwards","MD04_D_Edwards"
"MD04","MD",4,"Maryland","Faith Loudon","R",FALSE,"Faith","Loudon","MD04_R_Loudon"
"MD05","MD",5,"Maryland","Steny Hoyer","D",TRUE,"Steny","Hoyer","MD05_D_Hoyer"
"MD05","MD",5,"Maryland","Tony O'Donnell","R",FALSE,"Tony","O'Donnell","MD05_R_O'Donnell"
"MD06","MD",6,"Maryland","John Delaney","D",FALSE,"John","Delaney","MD06_D_Delaney"
"MD06","MD",6,"Maryland","Roscoe Bartlett","R",TRUE,"Roscoe","Bartlett","MD06_R_Bartlett"
"MD07","MD",7,"Maryland","Elijah Cummings","D",TRUE,"Elijah","Cummings","MD07_D_Cummings"
"MD07","MD",7,"Maryland","Frank Mirabile","R",FALSE,"Frank","Mirabile","MD07_R_Mirabile"
"MD08","MD",8,"Maryland","Chris Van Hollen","D",TRUE,"Chris","Van Hollen","MD08_D_Van Hollen"
"MD08","MD",8,"Maryland","Ken Timmerman","R",FALSE,"Ken","Timmerman","MD08_R_Timmerman"
"ME01","ME",1,"Maine","Chellie Pingree","D",TRUE,"Chellie","Pingree","ME01_D_Pingree"
"ME01","ME",1,"Maine","Jonathan Courtney","R",FALSE,"Jon","Courtney","ME01_R_Courtney"
"ME02","ME",2,"Maine","Mike Michaud","D",TRUE,"Mike","Michaud","ME02_D_Michaud"
"ME02","ME",2,"Maine","Kevin Raye","R",FALSE,"Kevin","Raye","ME02_R_Raye"
"MI01","MI",1,"Michigan","Gary McDowell","D",FALSE,"Gary","McDowell","MI01_D_McDowell"
"MI01","MI",1,"Michigan","Dan Benishek","R",TRUE,"Dan","Benishek","MI01_R_Benishek"
"MI02","MI",2,"Michigan","Bill Huizenga","R",TRUE,"Bill","Huizenga","MI02_R_Huizenga"
"MI03","MI",3,"Michigan","Steve Pestka","D",FALSE,"Steve","Pestka","MI03_D_Pestka"
"MI03","MI",3,"Michigan","Justin Amash","R",TRUE,"Justin","Amash","MI03_R_Amash"
"MI04","MI",4,"Michigan","Dave Camp","R",TRUE,"Dave","Camp","MI04_R_Camp"
"MI05","MI",5,"Michigan","Dan Kildee","D",FALSE,"Dan","Kildee","MI05_D_Kildee"
"MI05","MI",5,"Michigan","Jim Slezak","R",FALSE,"Jim","Slezak","MI05_R_Slezak"
"MI06","MI",6,"Michigan","Mike O'Brien","D",FALSE,"Mike","O'Brien","MI06_D_O'Brien"
"MI06","MI",6,"Michigan","Fred Upton","R",TRUE,"Fred","Upton","MI06_R_Upton"
"MI07","MI",7,"Michigan","Kurt Haskell","D",FALSE,"Kurt","Haskell","MI07_D_Haskell"
"MI07","MI",7,"Michigan","Tim Walberg","R",TRUE,"Tim","Walberg","MI07_R_Walberg"
"MI08","MI",8,"Michigan","Lance Enderle","D",FALSE,"Lance","Enderle","MI08_D_Enderle"
"MI08","MI",8,"Michigan","Mike Rogers","R",TRUE,"Mike","Rogers","MI08_R_Rogers"
"MI09","MI",9,"Michigan","Sander Levin","D",TRUE,"Sander","Levin","MI09_D_Levin"
"MI09","MI",9,"Michigan","Donald Volaric","R",FALSE,"Donald","Volaric","MI09_R_Volaric"
"MI10","MI",10,"Michigan","Chuck Stadler","D",FALSE,"Chuck","Stadler","MI10_D_Stadler"
"MI10","MI",10,"Michigan","Candice Miller","R",TRUE,"Candice","Miller","MI10_R_Miller"
"MI11","MI",11,"Michigan","Syed Taj","D",FALSE,"Syed","Taj","MI11_D_Taj"
"MI11","MI",11,"Michigan","Kerry Bentivolio","R",FALSE,"Kerry","Bentivolio","MI11_R_Bentivolio"
"MI12","MI",12,"Michigan","John Dingell","D",TRUE,"John","Dingell","MI12_D_Dingell"
"MI12","MI",12,"Michigan","Cynthia Kallgren","R",FALSE,"Cynthia","Kallgren","MI12_R_Kallgren"
"MI13","MI",13,"Michigan","John Conyers","D",TRUE,"John","Conyers","MI13_D_Conyers"
"MI13","MI",13,"Michigan","Harry Sawicki","R",FALSE,"Harry","Sawicki","MI13_R_Sawicki"
"MI14","MI",14,"Michigan","Gary Peters","D",TRUE,"Gary","Peters","MI14_D_Peters"
"MI14","MI",14,"Michigan","John Hauler","R",FALSE,"John","Hauler","MI14_R_Hauler"
"MN01","MN",1,"Minnesota","Tim Walz","D",TRUE,"Tim","Walz","MN01_D_Walz"
"MN01","MN",1,"Minnesota","Allen Quist","R",FALSE,"Allen","Quist","MN01_R_Quist"
"MN02","MN",2,"Minnesota","Mike Obermueller","D",FALSE,"Mike","Obermueller","MN02_D_Obermueller"
"MN02","MN",2,"Minnesota","John Kline","R",TRUE,"John","Kline","MN02_R_Kline"
"MN03","MN",3,"Minnesota","Brian Barnes","D",FALSE,"Brian","Barnes","MN03_D_Barnes"
"MN03","MN",3,"Minnesota","Erik Paulsen","R",TRUE,"Erik","Paulsen","MN03_R_Paulsen"
"MN04","MN",4,"Minnesota","Betty McCollum","D",TRUE,"Betty","McCollum","MN04_D_McCollum"
"MN04","MN",4,"Minnesota","Anthony Hernandez","R",FALSE,"Anthony","Hernandez","MN04_R_Hernandez"
"MN05","MN",5,"Minnesota","Keith Ellison","D",TRUE,"Keith","Ellison","MN05_D_Ellison"
"MN05","MN",5,"Minnesota","Chris Fields","R",FALSE,"Chris","Fields","MN05_R_Fields"
"MN06","MN",6,"Minnesota","Jim Graves","D",FALSE,"Jim","Graves","MN06_D_Graves"
"MN06","MN",6,"Minnesota","Michele Bachmann","R",TRUE,"Michele","Bachmann","MN06_R_Bachmann"
"MN07","MN",7,"Minnesota","Collin Peterson","D",TRUE,"Collin","Peterson","MN07_D_Peterson"
"MN07","MN",7,"Minnesota","Lee Byberg","R",FALSE,"Lee","Byberg","MN07_R_Byberg"
"MN08","MN",8,"Minnesota","Rick Nolan","D",FALSE,"Rick","Nolan","MN08_D_Nolan"
"MN08","MN",8,"Minnesota","Chip Cravaack","R",TRUE,"Chip","Cravaack","MN08_R_Cravaack"
"MO01","MO",1,"Missouri","Lacy Clay","D",TRUE,"Lacy","Clay","MO01_D_Clay"
"MO01","MO",1,"Missouri","Robyn Hamlin","R",FALSE,"Robyn","Hamlin","MO01_R_Hamlin"
"MO02","MO",2,"Missouri","Glenn Koenen","D",FALSE,"Glenn","Koenen","MO02_D_Koenen"
"MO02","MO",2,"Missouri","Ann Wagner","R",FALSE,"Ann","Wagner","MO02_R_Wagner"
"MO03","MO",3,"Missouri","Eric Mayer","D",FALSE,"Eric","Mayer","MO03_D_Mayer"
"MO03","MO",3,"Missouri","Blaine Luetkemeyer","R",TRUE,"Blaine","Luetkemeyer","MO03_R_Luetkemeyer"
"MO04","MO",4,"Missouri","Teresa Hensley","D",FALSE,"Teresa","Hensley","MO04_D_Hensley"
"MO04","MO",4,"Missouri","Vicky Hartzler","R",TRUE,"Vicky","Hartzler","MO04_R_Hartzler"
"MO05","MO",5,"Missouri","Emanuel Cleaver","D",TRUE,"Emanuel","Cleaver","MO05_D_Cleaver"
"MO05","MO",5,"Missouri","Jacob Turk","R",FALSE,"Jacob","Turk","MO05_R_Turk"
"MO06","MO",6,"Missouri","Kyle Yarber","D",FALSE,"Kyle","Yarber","MO06_D_Yarber"
"MO06","MO",6,"Missouri","Sam Graves","R",TRUE,"Sam","Graves","MO06_R_Graves"
"MO07","MO",7,"Missouri","Jim Evans","D",FALSE,"Jim","Evans","MO07_D_Evans"
"MO07","MO",7,"Missouri","Billy Long","R",TRUE,"Billy","Long","MO07_R_Long"
"MO08","MO",8,"Missouri","Jack Rushin","D",FALSE,"Jack","Rushin","MO08_D_Rushin"
"MO08","MO",8,"Missouri","Jo Emerson","R",TRUE,"Jo","Emerson","MO08_R_Emerson"
"MS01","MS",1,"Mississippi","Brad Morris","D",FALSE,"Brad","Morris","MS01_D_Morris"
"MS01","MS",1,"Mississippi","Alan Nunnelee","R",TRUE,"Alan","Nunnelee","MS01_R_Nunnelee"
"MS02","MS",2,"Mississippi","Bennie Thompson","D",TRUE,"Bennie","Thompson","MS02_D_Thompson"
"MS02","MS",2,"Mississippi","Bill Marcy","R",FALSE,"Bill","Marcy","MS02_R_Marcy"
"MS03","MS",3,"Mississippi","Crystal Biggs","D",FALSE,"Crystal","Biggs","MS03_D_Biggs"
"MS03","MS",3,"Mississippi","Gregg Harper","R",TRUE,"Gregg","Harper","MS03_R_Harper"
"MS04","MS",4,"Mississippi","Michael Herrington","D",FALSE,"Michael","Herrington","MS04_D_Herrington"
"MS04","MS",4,"Mississippi","Steven Palazzo","R",TRUE,"Steven","Palazzo","MS04_R_Palazzo"
"MT00","MT",1,"Montana","Kim Gillan","D",FALSE,"Kim","Gillan","MT01_D_Gillan"
"MT00","MT",1,"Montana","Steve Daines","R",FALSE,"Steve","Daines","MT01_R_Daines"
"NC01","NC",1,"North Carolina","G.K. Butterfield","D",TRUE,"G","Butterfield","NC01_D_Butterfield"
"NC01","NC",1,"North Carolina","Pete DiLauro","R",FALSE,"Peter","DiLauro","NC01_R_DiLauro"
"NC02","NC",2,"North Carolina","Steve Wilkins","D",FALSE,"Steve","Wilkins","NC02_D_Wilkins"
"NC02","NC",2,"North Carolina","Renee Ellmers","R",TRUE,"Renee","Ellmers","NC02_R_Ellmers"
"NC03","NC",3,"North Carolina","Erik Anderson","D",FALSE,"Erik","Anderson","NC03_D_Anderson"
"NC03","NC",3,"North Carolina","Walter Jones","R",TRUE,"Walter","Jones","NC03_R_Jones"
"NC04","NC",4,"North Carolina","David Price","D",TRUE,"David","Price","NC04_D_Price"
"NC04","NC",4,"North Carolina","Tim D'Annunzio","R",FALSE,"Tim","D'Annunzio","NC04_R_D'Annunzio"
"NC05","NC",5,"North Carolina","Elisabeth Motsinger","D",FALSE,"Elisabeth","Motsinger","NC05_D_Motsinger"
"NC05","NC",5,"North Carolina","Virginia Foxx","R",TRUE,"Virginia","Foxx","NC05_R_Foxx"
"NC06","NC",6,"North Carolina","Tony Foriest","D",FALSE,"Tony","Foriest","NC06_D_Foriest"
"NC06","NC",6,"North Carolina","Howard Coble","R",TRUE,"Howard","Coble","NC06_R_Coble"
"NC07","NC",7,"North Carolina","Mike McIntyre","D",TRUE,"Mike","McIntyre","NC07_D_McIntyre"
"NC07","NC",7,"North Carolina","David Rouzer","R",FALSE,"David","Rouzer","NC07_R_Rouzer"
"NC08","NC",8,"North Carolina","Larry Kissell","D",TRUE,"Larry","Kissell","NC08_D_Kissell"
"NC08","NC",8,"North Carolina","Richard Hudson","R",FALSE,"Richard","Hudson","NC08_R_Hudson"
"NC09","NC",9,"North Carolina","Jennifer Roberts","D",FALSE,"Jennifer","Roberts","NC09_D_Roberts"
"NC09","NC",9,"North Carolina","Robert Pittenger","R",FALSE,"Robert","Pittenger","NC09_R_Pittenger"
"NC10","NC",10,"North Carolina","Patsy Keever","D",FALSE,"Patsy","Keever","NC10_D_Keever"
"NC10","NC",10,"North Carolina","Patrick McHenry","R",TRUE,"Patrick","McHenry","NC10_R_McHenry"
"NC11","NC",11,"North Carolina","Hayden Rogers","D",FALSE,"Hayden","Rogers","NC11_D_Rogers"
"NC11","NC",11,"North Carolina","Mark Meadows","R",FALSE,"Mark","Meadows","NC11_R_Meadows"
"NC12","NC",12,"North Carolina","Mel Watt","D",TRUE,"Melvin","Watt","NC12_D_Watt"
"NC12","NC",12,"North Carolina","Jack Brosch","R",FALSE,"Jack","Brosch","NC12_R_Brosch"
"NC13","NC",13,"North Carolina","Charles Malone","D",FALSE,"Charles","Malone","NC13_D_Malone"
"NC13","NC",13,"North Carolina","George Holding","R",FALSE,"George","Holding","NC13_R_Holding"
"ND00","ND",1,"North Dakota","Pam Gulleson","D",FALSE,"Pam","Gulleson","ND01_D_Gulleson"
"ND00","ND",1,"North Dakota","Kevin Cramer","R",FALSE,"Kevin","Cramer","ND01_R_Cramer"
"NE01","NE",1,"Nebraska","Korey Reiman","D",FALSE,"Korey","Reiman","NE01_D_Reiman"
"NE01","NE",1,"Nebraska","Jeff Fortenberry","R",TRUE,"Jeff","Fortenberry","NE01_R_Fortenberry"
"NE02","NE",2,"Nebraska","John Ewing","D",FALSE,"John","Ewing","NE02_D_Ewing"
"NE02","NE",2,"Nebraska","Lee Terry","R",TRUE,"Lee","Terry","NE02_R_Terry"
"NE03","NE",3,"Nebraska","Mark Sullivan","D",FALSE,"Mark","Sullivan","NE03_D_Sullivan"
"NE03","NE",3,"Nebraska","Adrian Smith","R",TRUE,"Adrian","Smith","NE03_R_Smith"
"NH01","NH",1,"New Hampshire","Carol Shea-Porter","D",FALSE,"Carol","Shea-Porter","NH01_D_Shea-Porter"
"NH01","NH",1,"New Hampshire","Frank Guinta","R",TRUE,"Frank","Guinta","NH01_R_Guinta"
"NH02","NH",2,"New Hampshire","Ann Kuster","D",FALSE,"Ann","Kuster","NH02_D_Kuster"
"NH02","NH",2,"New Hampshire","Charles Bass","R",TRUE,"Charles","Bass","NH02_R_Bass"
"NJ01","NJ",1,"New Jersey","Robert Andrews","D",TRUE,"Robert","Andrews","NJ01_D_Andrews"
"NJ01","NJ",1,"New Jersey","Greg Horton","R",FALSE,"Gregory","Horton","NJ01_R_Horton"
"NJ02","NJ",2,"New Jersey","Cassandra Shober","D",FALSE,"Cassandra","Shober","NJ02_D_Shober"
"NJ02","NJ",2,"New Jersey","Frank LoBiondo","R",TRUE,"Frank","LoBiondo","NJ02_R_LoBiondo"
"NJ03","NJ",3,"New Jersey","Shelley Adler","D",FALSE,"Shelley","Adler","NJ03_D_Adler"
"NJ03","NJ",3,"New Jersey","Jon Runyan","R",TRUE,"Jon","Runyan","NJ03_R_Runyan"
"NJ04","NJ",4,"New Jersey","Brian Froelich","D",FALSE,"Brian","Froelich","NJ04_D_Froelich"
"NJ04","NJ",4,"New Jersey","Chris Smith","R",TRUE,"Chris","Smith","NJ04_R_Smith"
"NJ05","NJ",5,"New Jersey","Adam Gussen","D",FALSE,"Adam","Gussen","NJ05_D_Gussen"
"NJ05","NJ",5,"New Jersey","Scott Garrett","R",TRUE,"Scott","Garrett","NJ05_R_Garrett"
"NJ06","NJ",6,"New Jersey","Frank Pallone","D",TRUE,"Frank","Pallone","NJ06_D_Pallone"
"NJ06","NJ",6,"New Jersey","Anna Little","R",FALSE,"Anna","Little","NJ06_R_Little"
"NJ07","NJ",7,"New Jersey","Upendra Chivukula","D",FALSE,"Upendra","Chivukula","NJ07_D_Chivukula"
"NJ07","NJ",7,"New Jersey","Leonard Lance","R",TRUE,"Leonard","Lance","NJ07_R_Lance"
"NJ08","NJ",8,"New Jersey","Albio Sires","D",TRUE,"Albio","Sires","NJ08_D_Sires"
"NJ08","NJ",8,"New Jersey","Maria Karczewski","R",FALSE,"Maria","Karczewski","NJ08_R_Karczewski"
"NJ09","NJ",9,"New Jersey","Bill Pascrell","D",TRUE,"Bill","Pascrell","NJ09_D_Pascrell"
"NJ09","NJ",9,"New Jersey","Shmuley Boteach","R",FALSE,"Shmuley","Boteach","NJ09_R_Boteach"
"NJ10","NJ",10,"New Jersey","Donald Payne Jr.","D",FALSE,"Donald","Payne","NJ10_D_Payne"
"NJ10","NJ",10,"New Jersey","Brian Kelemen","R",FALSE,"Brian","Keleman","NJ10_R_Keleman"
"NJ11","NJ",11,"New Jersey","John Arvanites","D",FALSE,"John","Arvanites","NJ11_D_Arvanites"
"NJ11","NJ",11,"New Jersey","Rodney Frelinghuysen","R",TRUE,"Rodney","Frelinghuysen","NJ11_R_Frelinghuysen"
"NJ12","NJ",12,"New Jersey","Rush Holt","D",TRUE,"Rush","Holt","NJ12_D_Holt"
"NJ12","NJ",12,"New Jersey","Eric Beck","R",FALSE,"Eric","Beck","NJ12_R_Beck"
"NM01","NM",1,"New Mexico","Michelle Lujan Grisham","D",FALSE,"Michelle","Grisham","NM01_D_Grisham"
"NM01","NM",1,"New Mexico","Janice Arnold-Jones","R",FALSE,"Janice","Arnold-Jones","NM01_R_Arnold-Jones"
"NM02","NM",2,"New Mexico","Evelyn Erhard","D",FALSE,"Evelyn","Erhard","NM02_D_Erhard"
"NM02","NM",2,"New Mexico","Steve Pearce","R",TRUE,"Steve","Pearce","NM02_R_Pearce"
"NM03","NM",3,"New Mexico","Ben R. Lujan","D",TRUE,"Ben","Lujan","NM03_D_Lujan"
"NM03","NM",3,"New Mexico","Jefferson Byrd","R",FALSE,"Jeff","Byrd","NM03_R_Byrd"
"NV01","NV",1,"Nevada","Dina Titus","D",FALSE,"Dina","Titus","NV01_D_Titus"
"NV01","NV",1,"Nevada","Christopher Edwards","R",FALSE,"Chris","Edwards","NV01_R_Edwards"
"NV02","NV",2,"Nevada","Samuel Koepnick","D",FALSE,"Sam","Koepnick","NV02_D_Koepnick"
"NV02","NV",2,"Nevada","Mark Amodei","R",TRUE,"Mark","Amodei","NV02_R_Amodei"
"NV03","NV",3,"Nevada","John Oceguera","D",FALSE,"John","Oceguera","NV03_D_Oceguera"
"NV03","NV",3,"Nevada","Joe Heck","R",TRUE,"Joe","Heck","NV03_R_Heck"
"NV04","NV",4,"Nevada","Steven Horsford","D",FALSE,"Steven","Horsford","NV04_D_Horsford"
"NV04","NV",4,"Nevada","Danny Tarkanian","R",FALSE,"Danny","Tarkanian","NV04_R_Tarkanian"
"NY01","NY",1,"New York","Timothy Bishop","D",TRUE,"Tim","Bishop","NY01_D_Bishop"
"NY01","NY",1,"New York","Randy Altschuler","R",FALSE,"Randy","Altschuler","NY01_R_Altschuler"
"NY02","NY",2,"New York","Vivianne Falcone","D",FALSE,"Vivanne","Falcone","NY02_D_Falcone"
